,count,SubhaloMass,SubhaloFlag,SubhaloLen,SubhaloMassGas,SubhaloMassDM,None,SubhaloMassTracers,SubhaloMassStellar,SubhaloMassBH
17185,4371211,27463.623,True,84913532,3573.1897,23735.059,0.0,0.0,154.8157,0.5583479
31342,4371211,23211.328,True,74949167,3312.5986,19705.928,0.0,0.0,191.96112,0.8390293
41582,4371211,13758.299,True,44685055,2035.624,11625.857,0.0,0.0,96.50457,0.31319907
52618,4371211,15493.247,True,50542211,2347.1946,13064.353,0.0,0.0,81.445526,0.2538997
60731,4371211,14359.949,True,45741271,2021.6665,12247.116,0.0,0.0,90.83128,0.335027
69507,4371211,15135.378,True,48307596,2045.7601,12938.266,0.0,0.0,150.73384,0.6177447
76086,4371211,9340.539,True,31064692,1458.945,7816.823,0.0,0.0,64.49429,0.27677423
83280,4371211,13862.082,True,45210591,1978.3737,11741.349,0.0,0.0,141.8573,0.50211155
88663,4371211,14280.698,True,45833734,1958.9966,12181.229,0.0,0.0,139.96591,0.5072029
96500,4371211,12299.718,True,39656726,1722.4506,10458.259,0.0,0.0,118.564255,0.44368705
102683,4371211,9807.875,True,31841301,1376.6298,8322.704,0.0,0.0,108.145004,0.39590716
108012,4371211,8009.89,True,25582175,1141.9602,6827.4927,0.0,0.0,40.300053,0.13712123
114388,4371211,3137.8948,True,9308916,297.8843,2787.4575,0.0,0.0,52.411625,0.1411738
118679,4371211,8223.894,True,26582761,1151.3896,6991.961,0.0,0.0,80.26558,0.2774343
121863,4371211,7586.7124,True,24707805,1096.8284,6424.7734,0.0,0.0,64.87529,0.23543683
125027,4371211,3992.1995,True,12699509,496.8319,3437.1768,0.0,0.0,57.98529,0.20547332
128393,4371211,6817.582,True,22002000,906.8305,5821.2197,0.0,0.0,89.22589,0.30600366
131047,4371211,6581.417,True,20604743,849.9314,5676.694,0.0,0.0,54.58772,0.20382178
134847,4371211,6414.8735,True,20212475,841.8544,5518.4033,0.0,0.0,54.4398,0.17648649
137885,4371211,6345.593,True,20325176,862.8575,5425.0854,0.0,0.0,57.444946,0.20527808
140721,4371211,5262.298,True,16823700,713.22784,4497.837,0.0,0.0,51.004883,0.22854353
143884,4371211,5675.871,True,18493060,731.16437,4839.632,0.0,0.0,104.72782,0.34712026
146176,4371211,2559.61,True,7913016,266.6042,2242.4102,0.0,0.0,50.43733,0.1585718
149169,4371211,5171.0864,True,16256449,656.4206,4463.0312,0.0,0.0,51.457054,0.17722805
152031,4371211,4540.869,True,14528924,597.0604,3891.0222,0.0,0.0,52.592773,0.19366086
154493,4371211,5185.515,True,16330672,651.3444,4475.023,0.0,0.0,58.89504,0.2522909
156809,4371211,5138.4126,True,16311753,658.6918,4417.9785,0.0,0.0,61.46666,0.2754884
158847,4371211,4958.904,True,15384462,620.323,4298.889,0.0,0.0,39.513065,0.17863546
161162,4371211,4438.6206,True,14096853,566.5526,3820.048,0.0,0.0,51.83404,0.18584663
163675,4371211,4782.564,True,15287149,629.8711,4097.3955,0.0,0.0,54.980812,0.31646773
165727,4371211,3550.2903,True,11213777,441.41537,3062.9854,0.0,0.0,45.729427,0.15996192
168390,4371211,4555.368,True,14318289,549.7923,3938.8813,0.0,0.0,66.454025,0.24053207
170540,4371211,4045.8481,True,13002846,531.3799,3462.3113,0.0,0.0,51.963417,0.19344212
172649,4371211,2275.1829,True,6753965,232.79785,2014.5028,0.0,0.0,27.748638,0.13365267
175238,4371211,3579.865,True,11206551,452.5176,3091.568,0.0,0.0,35.643017,0.13624337
177719,4371211,4404.961,True,13633133,461.87927,3854.0273,0.0,0.0,88.79956,0.2549819
179886,4371211,3930.442,True,12402112,503.20816,3387.382,0.0,0.0,39.705154,0.14643323
181983,4371211,3405.4343,True,10720705,452.62576,2929.0618,0.0,0.0,23.677244,0.069514506
184828,4371211,4333.9136,True,13381545,507.1167,3775.3052,0.0,0.0,51.226273,0.26520136
186927,4371211,4132.049,True,12706134,468.26642,3609.7358,0.0,0.0,53.86421,0.1822939
188859,4371211,3383.7944,True,11000572,433.45898,2887.525,0.0,0.0,62.64959,0.16103844
191079,4371211,3453.7478,True,10996320,443.90985,2965.8323,0.0,0.0,43.86237,0.14329845
192898,4371211,2837.315,True,8594655,335.01926,2482.5244,0.0,0.0,19.69143,0.07968899
194946,4371211,1640.8555,True,4876685,163.60332,1453.923,0.0,0.0,23.264479,0.06475234
197108,4371211,2748.1868,True,8503962,337.51837,2386.1726,0.0,0.0,24.385326,0.11031736
199321,4371211,3724.7537,True,11961317,479.77484,3190.9,0.0,0.0,53.815613,0.2633368
200803,4371211,3211.3413,True,10055754,411.51938,2772.7747,0.0,0.0,26.913626,0.13355719
202634,4371211,3461.9207,True,10583157,405.13626,3023.209,0.0,0.0,33.442875,0.13256773
204234,4371211,3480.0688,True,10660924,410.30032,3035.5945,0.0,0.0,34.00935,0.1646288
206226,4371211,3552.6208,True,11396258,424.43292,3060.4678,0.0,0.0,67.49972,0.22060427
207473,4371211,3331.5308,True,10779399,449.77448,2838.7107,0.0,0.0,42.848026,0.19755116
208781,4371211,1396.8787,True,3923020,94.057846,1272.6974,0.0,0.0,30.019836,0.103620626
210763,4371211,1146.3329,True,3328139,111.84733,1022.71765,0.0,0.0,11.742237,0.025682334
212836,4371211,3160.7734,True,9540775,329.30252,2785.7087,0.0,0.0,45.618034,0.14397705
214452,4371211,2952.3284,True,9043238,336.2078,2580.7175,0.0,0.0,35.26263,0.14030433
216016,4371211,2766.4285,True,8742186,351.67014,2383.434,0.0,0.0,31.188374,0.1359497
217485,4371211,2784.9265,True,8271885,294.08844,2461.7742,0.0,0.0,28.991873,0.07190356
219032,4371211,2811.1716,True,8744740,325.66675,2445.5823,0.0,0.0,39.7374,0.18526664
220557,4371211,1766.9647,True,5238849,187.75189,1562.2074,0.0,0.0,16.961252,0.044134155
222267,4371211,2240.0105,True,7077818,277.82745,1932.9268,0.0,0.0,29.16338,0.09295137
223896,4371211,2498.3918,True,7529716,274.40314,2196.9978,0.0,0.0,26.87912,0.11171799
225155,4371211,2128.2324,True,6312968,174.39351,1903.1536,0.0,0.0,50.485172,0.20027849
226194,4371211,2547.7068,True,7710019,250.33725,2249.844,0.0,0.0,47.362434,0.16298302
227574,4371211,2582.1953,True,7976988,264.4534,2263.0137,0.0,0.0,54.531128,0.19702175
228680,4371211,1407.6743,True,4158980,122.04202,1256.659,0.0,0.0,28.889532,0.0837551
230235,4371211,2244.3394,True,6960630,249.46146,1955.8895,0.0,0.0,38.907104,0.08121434
231706,4371211,1791.5015,True,5259519,175.68524,1594.1188,0.0,0.0,21.626707,0.07079942
233214,4371211,2034.5785,True,6338481,246.21123,1765.4645,0.0,0.0,22.830498,0.072387666
234514,4371211,2220.2568,True,6855636,238.61855,1942.3497,0.0,0.0,39.12624,0.16244057
235692,4371211,2116.7578,True,6489546,218.0031,1858.9941,0.0,0.0,39.596046,0.16453163
236756,4371211,1998.4573,True,5848397,191.79587,1780.9951,0.0,0.0,25.575323,0.090916045
237941,4371211,1617.9216,True,4844369,174.61218,1425.989,0.0,0.0,17.246733,0.07372253
239245,4371211,2174.5654,True,6722337,230.10072,1904.4838,0.0,0.0,39.85826,0.12279874
239993,4371211,1799.5925,True,5425394,197.44516,1581.6897,0.0,0.0,20.364782,0.0929127
241153,4371211,1818.327,True,5462437,197.55498,1600.4343,0.0,0.0,20.249134,0.088567995
242214,4371211,1797.3102,True,5485282,176.5487,1583.8622,0.0,0.0,36.771374,0.12793548
243186,4371211,1095.3099,True,3229496,108.067665,973.15466,0.0,0.0,14.026413,0.061120532
244318,4371211,1827.7969,True,5789922,224.09451,1577.6223,0.0,0.0,25.95454,0.12550023
245134,4371211,1500.4989,True,4561185,159.6923,1318.9382,0.0,0.0,21.776976,0.09138958
246232,4371211,1223.6865,True,3546223,101.36493,1099.6766,0.0,0.0,22.546722,0.098192446
247348,4371211,1875.5028,True,5635060,180.04912,1661.0476,0.0,0.0,34.260857,0.14512916
248157,4371211,1533.3622,True,4572322,153.03932,1357.8684,0.0,0.0,22.352707,0.10172265
249164,4371211,597.4291,True,1650430,35.469696,548.54865,0.0,0.0,13.364207,0.046556983
250390,4371211,1536.5428,True,4505909,140.06165,1371.2666,0.0,0.0,25.114222,0.10036167
251299,4371211,1568.1417,True,4868240,164.82162,1372.0361,0.0,0.0,31.167757,0.11616789
252245,4371211,1603.9288,True,5008566,174.44284,1398.647,0.0,0.0,30.74053,0.09839309
252995,4371211,1082.4343,True,3246307,120.89548,952.4317,0.0,0.0,9.0702305,0.036876973
254112,4371211,1413.6484,True,4225789,139.67021,1251.7874,0.0,0.0,22.080683,0.110234916
254925,4371211,1694.671,True,4918608,139.61569,1522.4813,0.0,0.0,32.456474,0.11746458
255614,4371211,1336.858,True,4133586,142.9678,1170.4485,0.0,0.0,23.3776,0.06418852
256507,4371211,1528.0741,True,4555199,134.4268,1360.1415,0.0,0.0,33.420795,0.08497415
257302,4371211,1569.9425,True,4590054,140.13069,1403.5864,0.0,0.0,26.129442,0.09591231
258263,4371211,1323.8746,True,3720767,107.79787,1198.7698,0.0,0.0,17.244358,0.06265076
259114,4371211,1468.5094,True,4040675,121.64719,1335.4098,0.0,0.0,11.388252,0.06414422
260014,4371211,1517.6622,True,4382876,126.8108,1364.7877,0.0,0.0,25.981735,0.081980765
260862,4371211,870.2548,True,2384849,63.202545,795.6147,0.0,0.0,11.401666,0.035894074
261959,4371211,1522.3026,True,4444342,132.94603,1363.949,0.0,0.0,25.323923,0.08367115
262659,4371211,1522.3612,True,4278670,132.59381,1375.5458,0.0,0.0,14.209255,0.01237531
263557,4371211,700.1238,True,1900675,54.622387,639.7345,0.0,0.0,5.734446,0.032463837
264412,4371211,1029.735,True,2942882,84.13843,928.607,0.0,0.0,16.9458,0.043684952
265267,4371211,1412.9014,True,4206078,120.36487,1259.5094,0.0,0.0,32.92329,0.10378636
265926,4371211,1418.5002,True,4149672,131.79599,1267.0,0.0,0.0,19.626787,0.07742088
266559,4371211,1190.9069,True,3485104,114.68546,1061.1898,0.0,0.0,14.965905,0.06561867
267323,4371211,1495.5933,True,4348729,110.79388,1348.2888,0.0,0.0,36.407146,0.10344591
268295,4371211,1479.0997,True,4396657,130.90038,1317.4402,0.0,0.0,30.624653,0.13457261
268908,4371211,1479.8252,True,4363860,128.62901,1321.642,0.0,0.0,29.418293,0.13593058
269440,4371211,1453.7825,True,4285674,132.83319,1296.7228,0.0,0.0,24.12543,0.10115514
270079,4371211,1348.6628,True,3792341,107.55732,1222.3351,0.0,0.0,18.683039,0.08738848
270963,4371211,779.6151,True,2261259,61.31443,701.5571,0.0,0.0,16.702328,0.041241862
271729,4371211,1315.8488,True,3918149,110.74458,1174.7206,0.0,0.0,30.305132,0.07847214
272322,4371211,1251.9922,True,3794312,142.59956,1097.7646,0.0,0.0,11.557259,0.07078018
273141,4371211,1148.5312,True,3417717,114.02205,1018.23627,0.0,0.0,16.218307,0.054594863
273994,4371211,1067.9653,True,3019641,84.62649,966.82794,0.0,0.0,16.451826,0.059129417
274790,4371211,1309.6172,True,3886658,108.363266,1171.083,0.0,0.0,30.088778,0.08221251
275531,4371211,1129.2748,True,3301949,108.02693,1006.9619,0.0,0.0,14.230288,0.055649955
276219,4371211,1126.8893,True,3454826,119.43115,987.97107,0.0,0.0,19.408606,0.078453645
277020,4371211,1345.6273,True,3868560,118.29473,1209.2847,0.0,0.0,17.963667,0.08427754
277687,4371211,1327.9788,True,3860155,106.457,1193.8323,0.0,0.0,27.586126,0.103310354
278302,4371211,1176.4249,True,3290434,86.76238,1070.8201,0.0,0.0,18.78081,0.061666097
278854,4371211,1316.9231,True,3782434,122.21326,1180.5928,0.0,0.0,14.024056,0.092993684
279707,4371211,1298.1206,True,3632811,104.24326,1177.5963,0.0,0.0,16.188696,0.09240411
280454,4371211,1321.1737,True,3805334,98.333885,1193.9855,0.0,0.0,28.749237,0.105029695
281072,4371211,1364.5768,True,3782062,90.25013,1247.5734,0.0,0.0,26.623505,0.12975141
281700,4371211,371.79404,True,999529,8.430384,348.78003,0.0,0.0,14.520289,0.06334398
282377,4371211,1184.1029,True,3475175,105.26922,1057.575,0.0,0.0,21.174507,0.08421186
283011,4371211,1227.8595,True,3632422,100.639244,1097.7418,0.0,0.0,29.378042,0.10038393
283637,4371211,1210.5441,True,3472655,90.110916,1094.2372,0.0,0.0,26.078655,0.11723966
284316,4371211,1175.1288,True,3429579,111.40086,1048.4089,0.0,0.0,15.257764,0.061279073
284948,4371211,1056.9989,True,3158648,98.71771,939.1877,0.0,0.0,19.024532,0.06904211
285479,4371211,1163.4327,True,3415191,90.288055,1045.3032,0.0,0.0,27.731049,0.110509045
286066,4371211,1162.073,True,3320141,98.72242,1047.0327,0.0,0.0,16.26488,0.052990314
286695,4371211,1048.4208,True,3124268,103.741196,929.57623,0.0,0.0,15.044017,0.05936397
287335,4371211,1067.5487,True,2880208,76.33829,980.18115,0.0,0.0,10.955684,0.07359706
288014,4371211,623.279,True,1622607,38.55265,577.90027,0.0,0.0,6.81087,0.015224046
288743,4371211,1052.9663,True,3064576,87.49685,944.9568,0.0,0.0,20.43982,0.072895974
289426,4371211,1038.0352,True,3076043,90.31405,926.1024,0.0,0.0,21.54002,0.078648664
289945,4371211,993.83606,True,2819712,76.99897,899.74634,0.0,0.0,17.027445,0.06336479
290643,4371211,873.145,True,2467494,58.88221,794.65106,0.0,0.0,19.53054,0.081236616
291113,4371211,875.8922,True,2415628,73.38826,795.8336,0.0,0.0,6.640586,0.029737746
291888,4371211,1115.5344,True,3164175,82.100105,1011.9939,0.0,0.0,21.349733,0.09073324
292355,4371211,900.0162,True,2557106,70.70619,813.64246,0.0,0.0,15.598586,0.06892643
292921,4371211,976.83795,True,2785725,82.09713,880.79584,0.0,0.0,13.923508,0.021424145
293439,4371211,731.5718,True,1921922,31.84096,683.4419,0.0,0.0,16.210384,0.078525744
294047,4371211,902.87054,True,2571388,72.672745,815.02167,0.0,0.0,15.126435,0.049707886
294510,4371211,921.5055,True,2670056,78.9013,826.7808,0.0,0.0,15.773778,0.049624033
295077,4371211,993.42236,True,2726855,62.879814,911.6677,0.0,0.0,18.789759,0.08504867
295674,4371211,571.83716,True,1619604,46.370754,516.9047,0.0,0.0,8.514785,0.046894133
296302,4371211,956.81836,True,2846538,75.51197,855.93677,0.0,0.0,25.29142,0.07821854
296787,4371211,989.6506,True,2842818,74.86376,893.4034,0.0,0.0,21.318743,0.06467235
297210,4371211,1003.43634,True,2925235,89.941055,897.69165,0.0,0.0,15.730012,0.07360115
297712,4371211,1076.962,True,3003599,73.1715,983.1428,0.0,0.0,20.565546,0.08218085
298206,4371211,728.0802,True,2022000,53.36054,663.24774,0.0,0.0,11.43239,0.039527554
298892,4371211,953.35864,True,2837160,95.0344,844.65845,0.0,0.0,13.603284,0.062513165
299429,4371211,713.0662,True,2058514,59.101032,641.38116,0.0,0.0,12.545195,0.038812052
299935,4371211,886.94434,True,2415574,50.398735,818.04144,0.0,0.0,18.457823,0.046337437
300568,4371211,715.8295,True,2029238,63.519928,644.8585,0.0,0.0,7.4037066,0.047379456
301127,4371211,602.1792,True,1513846,27.890451,566.9121,0.0,0.0,7.3276863,0.049002744
301746,4371211,777.27826,True,2214705,51.722137,706.1473,0.0,0.0,19.324598,0.08428071
302165,4371211,832.5022,True,2172214,52.794598,771.6788,0.0,0.0,7.9926176,0.036178432
302773,4371211,966.07697,True,2709590,73.80253,876.8893,0.0,0.0,15.315644,0.06949078
303362,4371211,895.4044,True,2619981,65.11463,806.1989,0.0,0.0,24.033827,0.057057895
303710,4371211,866.51587,True,2557204,70.99707,775.7411,0.0,0.0,19.732882,0.044853806
304201,4371211,906.90424,True,2668651,62.47461,816.6198,0.0,0.0,27.740782,0.06907333
304726,4371211,1064.2622,True,2899298,66.19517,978.54865,0.0,0.0,19.402039,0.11629209
305083,4371211,1011.4044,True,2791179,77.44875,921.6377,0.0,0.0,12.258319,0.059695218
305653,4371211,622.4007,True,1671931,29.211031,578.1909,0.0,0.0,14.956517,0.042200502
306058,4371211,857.2995,True,2439006,55.518894,780.408,0.0,0.0,21.33282,0.039789002
306516,4371211,862.7118,True,2479888,58.023254,782.2918,0.0,0.0,22.322369,0.074373774
306945,4371211,787.1525,True,2165678,48.820576,722.4596,0.0,0.0,15.809886,0.062445715
307438,4371211,908.56885,True,2484922,62.502636,832.64496,0.0,0.0,13.334604,0.08665177
308060,4371211,569.40094,True,1561678,42.74704,519.6222,0.0,0.0,6.998112,0.03360675
308598,4371211,993.7943,True,2840160,81.93172,896.5753,0.0,0.0,15.214905,0.07231718
309045,4371211,971.63745,True,2692291,70.225006,886.6297,0.0,0.0,14.713817,0.068944104
309428,4371211,716.52985,True,1994081,60.957428,649.3798,0.0,0.0,6.152845,0.039720744
309951,4371211,881.27234,True,2323343,51.528683,817.64764,0.0,0.0,12.012445,0.08357117
310509,4371211,584.08496,True,1624493,41.86587,532.2201,0.0,0.0,9.967401,0.03159053
310985,4371211,1005.12695,True,2718675,60.167183,927.3168,0.0,0.0,17.55291,0.09006286
311302,4371211,683.21136,True,1731779,30.62941,642.2715,0.0,0.0,10.250327,0.060176495
311882,4371211,823.5348,True,2155427,49.484734,763.96014,0.0,0.0,10.039325,0.050533947
312412,4371211,593.91046,True,1600320,35.77792,548.1816,0.0,0.0,9.917287,0.033692382
312891,4371211,725.8353,True,1916320,36.143513,675.67474,0.0,0.0,13.940499,0.07657144
313402,4371211,686.1897,True,1888461,49.180984,627.17706,0.0,0.0,9.787009,0.044654757
313954,4371211,875.8253,True,2450523,65.21931,796.6127,0.0,0.0,13.933945,0.05939112
314365,4371211,763.5286,True,2169758,46.64545,695.75616,0.0,0.0,21.064867,0.062125176
314770,4371211,756.87195,True,2303707,67.43571,669.85205,0.0,0.0,19.50982,0.07437903
315140,4371211,911.3545,True,2446119,51.56634,842.5962,0.0,0.0,17.110666,0.08132261
315519,4371211,893.70636,True,2447473,68.906235,815.8594,0.0,0.0,8.873986,0.06670688
316029,4371211,903.9687,True,2531826,70.68228,820.81805,0.0,0.0,12.40788,0.060438704
316354,4371211,872.8174,True,2377008,58.986397,800.76447,0.0,0.0,13.034105,0.032442234
316855,4371211,853.80743,True,2337788,56.270016,782.77563,0.0,0.0,14.692363,0.069442205
317311,4371211,900.62634,True,2509478,68.044,819.22046,0.0,0.0,13.282403,0.079463355
317711,4371211,879.77625,True,2264915,42.553345,823.25446,0.0,0.0,13.933477,0.034967534
318210,4371211,541.49927,True,1526260,35.60223,493.16953,0.0,0.0,12.68913,0.0383809
318633,4371211,938.9657,True,2491931,57.907864,869.2334,0.0,0.0,11.770185,0.054271705
319144,4371211,622.4635,True,1615437,38.866844,577.9088,0.0,0.0,5.6558642,0.031959087
319643,4371211,833.43616,True,2338334,60.357594,757.3225,0.0,0.0,15.708508,0.047596145
320012,4371211,864.13324,True,2313895,51.631687,798.4894,0.0,0.0,13.937627,0.074541956
320433,4371211,906.5191,True,2453961,47.398113,839.0708,0.0,0.0,19.97283,0.07736986
320734,4371211,448.12466,True,1167244,19.152971,419.68027,0.0,0.0,9.248261,0.04316055
321204,4371211,840.1335,True,2264430,50.771877,774.83405,0.0,0.0,14.475892,0.05165098
321674,4371211,662.6814,True,1888870,46.2879,600.6152,0.0,0.0,15.727284,0.051050715
322160,4371211,654.78876,True,1787452,32.944233,604.8625,0.0,0.0,16.920704,0.061296083
322581,4371211,651.43604,True,1789223,51.00858,593.80054,0.0,0.0,6.591859,0.035017706
322979,4371211,757.27747,True,2045137,50.433018,696.40283,0.0,0.0,10.403484,0.038158502
323455,4371211,824.79205,True,2208157,44.78774,763.91315,0.0,0.0,16.023077,0.06809927
323851,4371211,768.93787,True,2167972,52.885452,699.5389,0.0,0.0,16.453474,0.060075592
324127,4371211,579.9742,True,1845995,66.46667,501.12625,0.0,0.0,12.339033,0.04224004
324572,4371211,794.922,True,2024586,39.205685,746.0386,0.0,0.0,9.609041,0.06868491
324997,4371211,668.403,True,1804117,40.51855,616.2526,0.0,0.0,11.56499,0.066853285
325335,4371211,547.32526,True,1432790,31.094036,508.72757,0.0,0.0,7.460273,0.04336954
325808,4371211,634.4363,True,1765811,46.232315,578.0615,0.0,0.0,10.114641,0.027800653
326217,4371211,357.1438,True,1048025,31.03769,318.5017,0.0,0.0,7.5770345,0.027384834
326652,4371211,732.99713,True,1974733,43.48575,676.91547,0.0,0.0,12.547416,0.048512954
327112,4371211,742.12726,True,2037297,40.062904,683.76953,0.0,0.0,18.23518,0.059651762
327405,4371211,626.8683,True,1850379,46.267673,563.41046,0.0,0.0,17.15512,0.035025887
327822,4371211,304.52588,True,957233,29.223965,266.36282,0.0,0.0,8.924066,0.015022993
328251,4371211,318.81985,True,837732,16.906824,296.2726,0.0,0.0,5.622507,0.017910717
328677,4371211,527.833,True,1474572,41.381756,479.0074,0.0,0.0,7.413177,0.030679453
329105,4371211,665.8295,True,1832171,43.19521,610.0669,0.0,0.0,12.511777,0.055674307
329515,4371211,732.88477,True,1970209,48.008938,674.49475,0.0,0.0,10.321612,0.059445232
329849,4371211,605.5195,True,1750511,50.994827,543.6961,0.0,0.0,10.778325,0.050205175
330208,4371211,709.541,True,1963085,41.886883,651.1074,0.0,0.0,16.474567,0.07214394
330553,4371211,757.82104,True,2000432,44.775803,702.6992,0.0,0.0,10.276022,0.07000706
330955,4371211,679.30005,True,1954425,47.402092,614.5584,0.0,0.0,17.265581,0.0739844
331293,4371211,616.7362,True,1748843,38.9228,561.8078,0.0,0.0,15.945141,0.060439553
331701,4371211,676.7284,True,1840106,43.47303,622.4297,0.0,0.0,10.783565,0.042121343
332068,4371211,390.084,True,1025505,21.015356,362.4184,0.0,0.0,6.6313753,0.01888601
332389,4371211,549.97034,True,1524625,35.333195,503.53784,0.0,0.0,11.063554,0.035747647
332812,4371211,664.3664,True,1816407,50.567593,606.81305,0.0,0.0,6.942725,0.04302814
333258,4371211,643.55664,True,1694029,37.335274,597.4599,0.0,0.0,8.73615,0.025310462
333672,4371211,479.59637,True,1336526,32.7732,437.60034,0.0,0.0,9.207024,0.015822528
334028,4371211,613.10486,True,1697297,38.682823,561.1677,0.0,0.0,13.219788,0.034523513
334350,4371211,683.09546,True,1830524,34.22843,633.4017,0.0,0.0,15.411037,0.05433629
334727,4371211,648.89795,True,1775808,37.923378,596.6581,0.0,0.0,14.257412,0.059128426
335078,4371211,697.7227,True,1874711,34.331,647.623,0.0,0.0,15.702251,0.066488884
335486,4371211,507.1753,True,1463098,41.469162,456.65494,0.0,0.0,9.007999,0.043215003
335927,4371211,666.6918,True,1859790,33.57201,613.1342,0.0,0.0,19.921171,0.064350806
336276,4371211,607.53375,True,1830753,43.65968,543.23755,0.0,0.0,20.584295,0.05219157
336516,4371211,581.45776,True,1641155,42.578815,528.0749,0.0,0.0,10.750762,0.053293973
336796,4371211,638.3053,True,1763511,36.97845,586.19366,0.0,0.0,15.075892,0.057275422
337048,4371211,620.0578,True,1699955,42.892887,567.5789,0.0,0.0,9.546046,0.03991132
337444,4371211,589.0663,True,1604695,38.435898,541.2946,0.0,0.0,9.291706,0.04401491
337843,4371211,327.88046,True,836693,12.33117,308.76688,0.0,0.0,6.7636185,0.018798426
338148,4371211,599.21185,True,1665171,42.675545,546.4055,0.0,0.0,10.0950985,0.03570506
338458,4371211,608.4936,True,1669490,28.275227,562.914,0.0,0.0,17.25335,0.051008902
338817,4371211,505.82086,True,1456730,43.486046,454.4769,0.0,0.0,7.8373837,0.020514967
339181,4371211,524.89,True,1485023,23.57495,482.37146,0.0,0.0,18.910194,0.033402886
339547,4371211,593.03143,True,1560570,28.853039,552.47943,0.0,0.0,11.667035,0.0319182
339862,4371211,609.98566,True,1736079,31.537872,558.21674,0.0,0.0,20.178614,0.05246932
340106,4371211,636.0762,True,1718925,36.07598,587.25385,0.0,0.0,12.6921215,0.05418282
340355,4371211,613.01447,True,1670049,34.32789,565.2093,0.0,0.0,13.391633,0.085630536
340585,4371211,566.29364,True,1560814,42.118484,516.91077,0.0,0.0,7.2197304,0.044613604
340976,4371211,348.51053,True,902103,15.340459,326.33002,0.0,0.0,6.815298,0.024768027
341356,4371211,537.90686,True,1352851,15.307425,510.33884,0.0,0.0,12.224852,0.035725135
341683,4371211,502.14056,True,1389702,39.420376,456.4724,0.0,0.0,6.214509,0.033277277
342047,4371211,537.8012,True,1521236,36.9046,489.2129,0.0,0.0,11.633834,0.049874224
342343,4371211,508.15112,True,1457147,33.01596,461.1606,0.0,0.0,13.928213,0.046343517
342689,4371211,383.54514,True,1033586,15.988835,356.62805,0.0,0.0,10.903221,0.025006173
343039,4371211,680.4177,True,1692667,26.627361,643.7948,0.0,0.0,9.942287,0.053294774
343429,4371211,562.57935,True,1705049,34.88058,504.52673,0.0,0.0,23.11915,0.05284918
343638,4371211,419.91306,True,1172283,26.81933,383.66113,0.0,0.0,9.395296,0.037321445
343988,4371211,440.7038,True,1107075,20.456244,414.6215,0.0,0.0,5.5994134,0.026656121
344300,4371211,542.00995,True,1474209,30.211931,499.87393,0.0,0.0,11.894347,0.02973535
344593,4371211,586.9998,True,1528713,33.242332,546.2002,0.0,0.0,7.5264845,0.03075853
344987,4371211,546.80804,True,1483026,29.122011,505.28967,0.0,0.0,12.343852,0.05253504
345250,4371211,466.91342,True,1430962,43.796124,411.5668,0.0,0.0,11.509912,0.04057981
345456,4371211,471.36826,True,1200489,23.975887,442.07266,0.0,0.0,5.292859,0.026871556
345812,4371211,504.58652,True,1348862,29.644846,465.85587,0.0,0.0,9.062656,0.023131832
346075,4371211,517.3997,True,1416750,30.176575,476.17514,0.0,0.0,11.006521,0.041456014
346420,4371211,384.62927,True,1041820,17.565351,356.44757,0.0,0.0,10.579974,0.036381353
346748,4371211,546.80676,True,1563400,41.019073,494.28784,0.0,0.0,11.462776,0.037079465
346976,4371211,594.2886,True,1642041,36.821266,544.51465,0.0,0.0,12.887103,0.06557774
347237,4371211,515.1553,True,1519929,40.44502,461.24252,0.0,0.0,13.429647,0.038121786
347508,4371211,496.27496,True,1372146,30.891932,454.88995,0.0,0.0,10.457572,0.035504512
347785,4371211,341.9836,True,1047031,29.28568,302.50583,0.0,0.0,10.167055,0.025049236
348038,4371211,421.51285,True,1230993,32.868195,379.03867,0.0,0.0,9.590188,0.015809549
348334,4371211,574.7254,True,1554575,33.811123,529.85706,0.0,0.0,11.021149,0.03612486
348593,4371211,530.28845,True,1438278,32.812717,488.43027,0.0,0.0,9.001761,0.04370277
348894,4371211,586.41394,True,1582909,20.77295,546.7255,0.0,0.0,18.873825,0.041660737
349135,4371211,536.7895,True,1473880,39.116173,490.40756,0.0,0.0,7.222675,0.04308561
349414,4371211,557.71564,True,1561738,29.354662,511.79184,0.0,0.0,16.524382,0.044736724
349624,4371211,445.5567,True,1196647,25.839018,411.53748,0.0,0.0,8.143312,0.036884267
349897,4371211,520.33856,True,1382608,26.791965,483.39426,0.0,0.0,10.126419,0.025902068
350183,4371211,435.63718,True,1160452,22.536844,404.50443,0.0,0.0,8.557333,0.0385717
350486,4371211,368.7701,True,1061800,22.27838,334.79938,0.0,0.0,11.648349,0.043991696
350843,4371211,460.44067,True,1358334,34.787766,412.6548,0.0,0.0,12.950508,0.04759565
351071,4371211,481.7456,True,1279164,31.735632,444.75674,0.0,0.0,5.231617,0.021605011
351452,4371211,218.1759,True,604068,7.065536,202.2823,0.0,0.0,8.810398,0.017663503
351779,4371211,478.26804,True,1149676,12.922981,458.0038,0.0,0.0,7.305549,0.035706792
352061,4371211,475.4434,True,1355855,40.32214,428.74216,0.0,0.0,6.3432283,0.035845276
352359,4371211,465.78958,True,1410198,34.00857,415.48044,0.0,0.0,16.256315,0.044232134
352578,4371211,485.97986,True,1240373,22.097918,456.16553,0.0,0.0,7.6703014,0.04609334
